   -1.316154,    0.241572,   -0.082363
   -1.270204,    0.047659,   -3.063085
   -2.226533,    0.189323,   -2.186031
   -0.858030,   -0.052170,    0.966180
    1.252425,   -0.110158,    0.348179
   -4.531430,    0.213261,   -4.707618
    0.231156,    0.019225,   -0.514144
    0.426160,   -0.103493,    1.572872
    0.869675,   -0.014621,    1.824736
    0.511213,   -0.080203,    0.669640
   -0.067020,    0.226253,   -1.985691
   -1.699798,    0.151531,   -2.512396
   -4.047100,    0.207782,    2.785931
    5.804887,   -0.028744,   -0.300967
   -0.004346,    0.090078,   -2.161746
   -1.753158,   -0.162522,    0.625016
   -0.898511,   -0.083653,   -0.209205
    1.863232,    0.054635,   -0.075974
    1.941409,   -0.125019,    0.253874
    1.070888,   -0.033875,    1.278444
   -1.915984,    0.031082,    0.624304
    3.271369,   -0.070444,    1.767779
    0.844555,   -0.026821,   -0.432473
   -0.457290,   -0.073215,    0.864642
   -1.538889,    0.060547,    0.600794
    1.321182,   -0.103734,    1.610690
    1.724692,    0.089361,    0.117768
   -3.502350,    0.096058,   -0.654881
    0.467620,    0.060794,    0.299507
    1.211184,    0.167815,   -0.160178
    1.770590,    0.083422,   -0.631977
   -0.733502,    0.092031,   -0.685607
   -1.139514,   -0.062381,   -0.693157
   -1.518063,    0.031501,   -0.420663
    0.779556,    0.003851,    0.621142
   -1.402997,    0.042734,   -0.854988
   -0.964806,   -0.195289,    0.670310
   -2.653988,    0.052460,   -0.921727
    0.489822,    0.000005,    0.819537
   -0.207017,    0.036963,    0.350570
   -2.818033,   -0.033093,    0.556486
    2.742282,   -0.203103,    1.131277
   -2.887390,   -0.003845,   -2.764755
    0.302420,    0.033881,   -0.280868
    0.156435,   -0.063360,   -0.093502
   -1.082875,    0.049919,   -1.290600
   -1.750659,   -0.084908,    0.590705
   -1.926098,    0.071509,   -0.506549
    2.564288,    0.027416,    0.742925
    1.015135,    0.165904,   -1.304013
   -0.417731,   -0.004809,   -1.163978
   -2.630273,    0.085044,   -1.441269
    2.433433,    0.020184,   -1.383311
    0.852465,   -0.065728,    1.211189
    2.185139,   -0.015076,    0.985906
    0.087988,    0.077910,    0.950417
   -1.524266,    0.159513,   -0.603854
   -1.705494,    0.057845,   -1.308758
   -5.981357,    0.050069,   -2.387191
   -0.461073,   -0.040904,    1.616626
   -2.657311,    0.089703,   -1.647321
    2.085071,   -0.079804,    1.191683
   -2.757741,    0.150654,   -0.222650
   -0.919902,   -0.077934,    0.772950
    2.084652,   -0.019493,   -1.453319
   -3.026893,    0.197641,   -0.024115
   -2.981609,    0.166034,    0.544759
    1.737686,   -0.060474,   -0.033999
    4.347235,   -0.059981,    1.468387
    2.374793,    0.028877,    1.434877
   -3.593014,   -0.079812,   -0.345366
   -1.941388,   -0.047466,    0.091950
   -1.481345,   -0.037572,   -0.139407
   -1.495400,    0.108669,   -0.508472
   -2.546276,   -0.037591,   -3.071676
    1.033195,    0.012612,   -1.007800
    4.808824,   -0.158623,    3.038413
   -1.824074,    0.066162,   -2.014356
    2.630559,   -0.001111,    0.527054
    3.270075,   -0.008949,    2.248812
   -0.810896,   -0.399587,    0.872457
   -2.199583,   -0.090568,    1.589477
    5.010068,   -0.361956,    3.979649
    2.147811,   -0.017931,   -1.124022
   -3.003331,   -0.067831,   -1.037082
   -1.914541,    0.013626,   -0.174435
    0.502137,   -0.115607,    0.049485
    1.063007,    0.103665,    0.429862
    0.856448,    0.151563,   -0.231497
